RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
Kings County,CA,Hanford-Corcoran,6,31,408,179900,180000,179900,179900,179000,175000,169900,168000,169900,172250,169700,164950,159900,144500,149900,145000,145000,139900,145000,147000,150000,149900,147800,149450,149000,140000,138500,140000,149000,155000,149900,152200,149450,145000,159900,160000,150000,160000,160000,165000,168250,180000,199500,185444,197000,199975,204900,215000,215000,207000,195000,199000,185000,190000,179999.5,199990,202450,194900,194999,190000,195000,204950,196500,205000,220000,220000,215000,209900,219900,210000,214902.5,210000,214905,220000,219900,223000,225000,224143.5,225000,225450,229925,230490,227950,230776.5,239900,235000,239900,242500,237500,243990,243990,239000,239450,239000,244900,245000,245000,245000,246990,249000,250000,250000,254700,255000,260000,263599,264535,269000,269134,267200,270000,275000,275000,274975,270000
Tolland County,CT,Hartford-West Hartford-East Hartford,9,13,409,274900,264000,268000,269700,269900,265420,264900,262900,258000,255000,254900,249900,249900,249950,254900,254900,253400,250000,250000,249900,249900,244250,239900,241950,239900,235000,238000,234950,234900,238950,234900,234900,229900,228300,229900,229500,225000,232400,234900,239900,239900,239900,239000,234900,235450,234900,234900,239000,234900,234450,235750,239900,239900,239900,239900,239900,234900,236900,239500,234950,239900,229900,225000,229900,234900,239500,243900,239900,238700,239900,239500,234894,230000,230750,234900,239000,239900,239900,239900,234925,229900,229900,229900,219900,224900,229900,239900,253550,260000,264900,264000,259900,259500,259900,254900,249900,245000,235900,249900,249900,254900,259900,259900,254900,250000,249900,249900,249900,249900,245000,250000,268250,269900,259900,259900
Monroe County,MI,Monroe,26,115,410,134200,137400,135000,129900,129900,125000,124900,125000,124900,119900,119900,115900,114900,109900,109900,105000,109900,109900,109900,109900,109900,109000,104000,99900,99900,99500,99900,99900,109900,109990,114900,109900,1.00E+05,105900,105900,104900,99900,104900,109500,114900,114900,114900,119900,116900,119900,129900,114900,112000,112900,117700,119900,124200,125000,134900,135000,134900,135000,134500,134250,127900,127000,124900,129000,129900,134900,144900,144900,139900,139900,139500,134900,133450,129900,132825,134900,135900,144900,141750,144900,144900,142250,144900,139900,139900,139900,144900,145700,149900,149900,154900,155999,154900,159700,157900,154900,147900,144900,139900,149900,153900,159000,164900,174900,174900,169900,164900,159900,154900,154900,159900,165000,174900,169900,168450,169900
Santa Rosa County,FL,Pensacola-Ferry Pass-Brent,12,113,411,199900,2.00E+05,199900,199900,199900,197000,193500,195000,189900,185000,180000,179900,179115,178000,175882,175000,180000,179500,179900,175000,175000,175000,170000,170000,169900,174900,179000,178625,178200,175550,177250,178400,179900,174900,179900,179900,184900,184250,186200,190000,199000,195000,193806,193450,196000,195000,195537.5,197000,193900,198900,199499,2.00E+05,200955,204000,205000,209900,209900,207500,209900,204400,206000,207900,207000,214500,211784.5,212000,209900,209600,210000,208000,209500,210000,209000,207400,211990,214000,214387.5,214900,214900,217900,219000,219900,220400,227787.5,231325,232375,235250,237995,239900,239900,239900,239000,245990,242000,243415,249900,249695,248000,247000,249900,250147.5,250000,250000,249990,251200,249000,251750,254700,255000,256000,258900,265000,264900,265975,265937.5
Alamance County,NC,Burlington,37,1,412,149900,149900,149900,149900,149900,148000,144900,144900,144900,149900,144900,142500,139900,138500,137950,139000,139900,141500,140000,143000,137677.5,139000,135000,132000,134900,131900,130995,129900,130000,130000,129900,135000,134950,132700,132700,134900,134500,135900,134900,135000,137000,135000,138900,140000,142000,138400,139500,137272.5,139900,139900,139900,146500,149000,149500,149000,150000,149900,149900,149900,145000,144500,148000,149900,154900,155600,159900,159000,164900,163000,159990,160000,162490,163500,157995,159900,159990,164245,165990,169900,169900,169700,169900,175000,174900,175000,175000,180950,184900,171500,181990,179945,179900,184900,189900,196450,199700,198155,199949.5,199900,2.00E+05,195000,197995,198700,199000,205000,199900,199900,210000,210000,218900,222655,224900,225900,224900,220000
Johnson County,TX,Dallas-Fort Worth-Arlington,48,251,413,149900,148627,149000,148900,149000,142700,142900,140000,143900,144200,149500,141950,137495,137000,134900,135000,135000,135250,135000,137700,132000,130000,130000,134900,132000,135000,135900,139900,139900,142162,139900,138812,139050,139900,142791,145000,139900,145000,147750,147500,149990,157740,155000,159000,156990,155450,154900,150000,149900,149900,164950,169900,178950,169900,165000,167900,168000,165000,164795,159900,165000,169000,169900,169900,174925,179700,181000,179000,179900,183000,183000,182000,180950,182750,189900,189900,194900,194950,199712.5,200900,200900,201900,215000,216290,220000,223000,224490,229900,234900,239900,237500,239000,239500,239000,240000,245000,259000,259900,250000,256950,257441,254900,259900,259900,273000,261950,262250,266990,276990,284990,278900,275000,272925,265900,265000
Madera County,CA,Madera,6,39,414,199000,199000,199000,199000,195900,192900,180900,184700,178211,169950,169900,165900,165000,159950,160000,154900,155000,152431,153500,159000,155000,149900,149500,149000,149000,150000,150900,155900,154950,165000,165900,169900,176950,179900,190000,185000,189000,195000,198000,199900,209975,214900,224000,229000,219900,219900,235000,230000,229450,239000,239925,245000,250000,259900,265000,259900,250000,249700,249250,249500,250000,250000,249900,250000,249900,253250,249900,250000,249925,249900,249900,249000,249900,250000,249950,259900,263500,269000,269900,270000,269500,274900,274000,275000,274450,275000,275000,289900,295500,299000,309900,305000,299000,298500,299000,299950,299950,309000,305000,299950,299950,3.00E+05,299700,299000,299000,299999,304950,310975,315000,309900,323390,323145,325000,329000,325000
Stearns County,MN,St. Cloud,27,145,415,169900,164949.5,164900,162700,159900,162900,159900,159900,159900,154900,151900,149900,149875,144900,149900,149900,149900,150000,149900,149900,149900,149000,140000,139900,141900,144900,149900,149900,149900,147949.5,144950,144200,140000,147900,139900,137900,135900,143300,148850,152400,159900,159900,158250,159900,159900,155000,154900,150000,153900,159400,162000,167900,169900,169000,169000,165000,164999,159900,155000,159900,159900,162900,168500,169697.5,169900,169900,169900,169900,167200,170000,169900,169899,166250,169900,174900,175000,179700,179900,184900,184900,184900,181900,179900,179900,179900,189900,189900,196900,199900,199500,194900,190000,189900,189900,189900,189900,198450,2.00E+05,209000,214900,215000,215000,214900,211950,204900,205000,209900,209900,2.00E+05,199999.5,214900,219900,219900,215000,215000
Cass County,ND,Fargo,38,17,416,168800,164900,165679.5,164900,169900,174900,169850,169800,164900,163900,159900,159900,159900,157999,157900,159900,164900,159900,158825,159900,159700,155400,153350,153800,149900,150000,149950,151000,153000,155595,158000,162700,159525,159000,159525,159525,159900,160000,161900,165000,169900,174900,174900,171500,169400,180000,180000,181800,191307,199955,199950,201880,220000,229500,226500,226015,230000,239813,244950,257126.5,245500,246750,235000,239900,261872,259900,250348,254900,249900,250000,249999.5,249945,254950,251300,259500,254900,269999,264900,265000,263200,254900,253304,255000,258599,259000,264900,269945,269990,269900,266036.5,265227.5,259900,249990,250000,254900,255000,258499,254900,250000,255965,258699.5,253990,254932.5,250400,249990,248350,247915,248000,247965,249000,249900,252500,259900,250000,245412.5
Franklin County,PA,Chambersburg-Waynesboro,42,55,417,189900,187900,187900,185000,185000,179900,179900,179900,179725,179000,174900,169990,169900,169900,169900,169700,169900,169900,169900,169900,169900,169900,169900,169900,169900,169900,173000,169900,178000,179900,179900,179900,178500,179900,176990,169900,174450,184250,178600,179900,179900,179950,181000,179900,184900,179900,175000,174900,178950,179000,179900,179900,179900,182900,179900,179000,179000,179900,184700,182900,179900,179000,179900,179900,179900,179900,179900,179900,179900,179900,179900,179900,179900,179900,184900,189900,189900,189900,189900,188000,184900,183500,179900,179900,181500,189000,189000,189900,196000,194500,194900,194500,189900,192000,189900,189900,189825,189900,189900,190000,189900,190000,189900,193000,194900,194900,189900,189900,192000,192000,199900,202990,207950,2.00E+05,199900
Ellis County,TX,Dallas-Fort Worth-Arlington,48,139,418,159900,164000,169700,164900,168000,167345,165000,164900,159650,159900,160000,159900,159900,159900,158550,158900,159900,159900,159900,159900,157900,153215,152900,154900,154000,150000,149990,155770,155097.5,159900,159900,155550,155000,155000,158240,158900,159900,163445,166600,169900,170000,169995,171415,173995,173990,176000,178000,179900,182250,186990,184900,183250,184800,184800,184900,185000,186990,188990,189990,199100,199900,199500,202975,205725,211900,212900,209000,213450,212900,225000,225000,237900,239949.5,236725,239950,239250,244975,249990,249900,250000,250000,259169.5,270000,270313.5,271695,276130,272852.5,279340,275000,284945,289900,290000,290000,290458,289900,295000,295000,295813,295990,294900,285000,275000,270000,278990,282990,283990,286990,280990,286990,287990,280000,286485,287990,294990,299537
Sussex County,NJ,New York-Newark-Jersey City,34,37,419,289900,290000,295000,294900,289000,289900,284900,279900,275000,270000,269000,259900,254900,259900,254000,257950,255000,259000,252500,250000,249900,247450,240000,242900,240000,240000,239900,239900,246900,245250,240000,244500,245000,239900,239000,229900,225000,225000,229000,234900,239900,239950,240000,240000,240000,239900,239000,235000,230000,229999.5,235000,240000,247900,249000,247900,240000,239900,235000,235000,229900,229900,229900,233875,239900,249500,249900,249900,245000,241450,244900,239900,234700,229000,229900,233000,239000,239900,239000,239000,235000,229900,229900,225000,218000,210000,214900,214900,218500,219900,224900,224925,220000,219900,217900,219700,215000,209900,217000,223900,229900,235000,239900,239900,244000,240000,249900,249900,239900,239000,239000,249900,259900,259900,259900,260000
Schuylkill County,PA,Pottsville,42,107,420,99000,99000,94700,99000,100950,95000,95400,94000,89900,88000,85900,89800,89900,88500,88750,84900,85000,88000,89900,89900,89900,81950,88750,81000,84900,75450,80500,85999.5,89900,89900,89500,89900,84900,85000,86950,84000,79900,79900,81875,85000,89000,89900,89900,90950,88000,89900,85000,84900,85000,89000,89900,89000,89900,89900,89500,84900,84900,84150,84200,81000,79900,79900,80000,87000,89900,90000,89925,89900,87277.5,84000,79900,75900,69900,74900,79950,79950,84000,84500,84325,79950,79900,79900,78500,75000,76000,76000,79200,79500,79900,79500,77400,72250,74900,69900,74900,74000,74900,74900,78900,77900,80000,79900,85000,82532,81000,80000,83900,80000,82000,75000,76900,81900,84325,88000,89900
Yellowstone County,MT,Billings,30,111,421,219900,215000,213900,216500,219900,219900,217500,214900,210000,209900,209900,204900,199950,203650,199900,199500,207900,199900,199500,199500,2.00E+05,205000,199950,199600,199500,199500,198900,198900,203950,213000,217900,214900,214900,210000,206900,214500,215700,217500,217250,219900,224950,225000,224500,219900,229900,225000,225000,224900,225000,229000,230000,230000,237500,237500,234900,230000,233000,229900,235000,229750,241900,245000,244900,249900,249900,253250,247400,249900,249250,250000,259900,254950,250000,245000,249900,254900,255000,259900,259900,262000,262900,257900,249900,252900,254900,253000,256900,261900,265000,264900,264900,259900,260000,259000,259000,255000,250000,250000,255000,262747.5,264900,265000,262950,259900,255000,254900,250450,250000,249900,249900,250000,250000,257900,259900,259900
