SizeRank,Date,City,Value
1848,7/1/11,Houston,104800
1852,7/1/11,San Antonio,172700
1946,7/1/11,Austin,145800
1967,7/1/11,Houston,126800
1972,7/1/11,Dallas,151400
2058,7/1/11,Houston,124000
2073,7/1/11,Dallas,69900
2150,7/1/11,Dallas,377400
2201,7/1/11,Austin,127700
2258,7/1/11,Dallas,852800
2273,7/1/11,Dallas,116700
2289,7/1/11,Dallas,115400
2373,7/1/11,Dallas,92700
2425,7/1/11,Houston,122200
2434,7/1/11,Dallas,124900
2503,7/1/11,Austin,133700
2505,7/1/11,Dallas,149900
2534,7/1/11,San Antonio,187600
2554,7/1/11,San Antonio,151700
2675,7/1/11,Dallas,172700
2676,7/1/11,Dallas,174400
2707,7/1/11,San Antonio,130300
2715,7/1/11,Houston,126800
2756,7/1/11,Dallas,145200
2836,7/1/11,Austin,105700
2886,7/1/11,Houston,260500
2896,7/1/11,Houston,192700
2898,7/1/11,Austin,107400
2978,7/1/11,Dallas,259600
2980,7/1/11,Houston,604600
3002,7/1/11,Dallas,162300
3056,7/1/11,Austin,184000
3071,7/1/11,Houston,82600
3152,7/1/11,Houston,135800
3160,7/1/11,Houston,131600
3189,7/1/11,Houston,121800
3236,7/1/11,Dallas,70100
3237,7/1/11,Dallas,126800
3256,7/1/11,Corpus Christi,144400
3265,7/1/11,Houston,99900
3332,7/1/11,San Antonio,290100
3348,7/1/11,Austin,281700
3381,7/1/11,Houston,82100
3403,7/1/11,Dallas,252000
3446,7/1/11,Dallas,147400
3470,7/1/11,Houston,111400
3483,7/1/11,Corpus Christi,153600
3517,7/1/11,Houston,178300
3561,7/1/11,San Antonio,115700
3563,7/1/11,Dallas,134200
3599,7/1/11,Dallas,241600
3614,7/1/11,Dallas,81900
3701,7/1/11,El Paso,117200
3714,7/1/11,Dallas,155200
3717,7/1/11,San Antonio,173300
3786,7/1/11,Houston,101500
3805,7/1/11,Dallas,142900
3813,7/1/11,Rio Grande City,61700
3815,7/1/11,Dallas,128100
3856,7/1/11,Austin,202900
3886,7/1/11,Houston,
3946,7/1/11,Dallas,117900
3962,7/1/11,San Antonio,268100
4017,7/1/11,Austin,131100
4043,7/1/11,Dallas,68200
4059,7/1/11,San Antonio,131400
4066,7/1/11,Houston,189300
4214,7/1/11,Houston,166300
4316,7/1/11,Austin,214400
4444,7/1/11,Houston,146400
4452,7/1/11,Houston,90100
4530,7/1/11,San Antonio,275600
4556,7/1/11,Dallas,68900
4590,7/1/11,Houston,271800
4631,7/1/11,Houston,137500
4689,7/1/11,Houston,83600
4720,7/1/11,Austin,310400
4760,7/1/11,Dallas,120200
4779,7/1/11,Houston,70900
4886,7/1/11,San Antonio,174600
4991,7/1/11,Houston,181700
5064,7/1/11,San Antonio,164200
5133,7/1/11,Dallas,1002500
5139,7/1/11,Austin,167700
5144,7/1/11,Dallas,391800
5181,7/1/11,Austin,348300
5182,7/1/11,Dallas,87200
5209,7/1/11,Corpus Christi,89900
5219,7/1/11,Austin,91500
5243,7/1/11,San Antonio,166800
5339,7/1/11,Dallas,70000
5355,7/1/11,Dallas,293500
5407,7/1/11,Dallas,162100
5643,7/1/11,San Antonio,424500
5667,7/1/11,San Antonio,163000
5932,7/1/11,Rio Grande City,49400
5933,7/1/11,Dallas,275200
6008,7/1/11,Dallas,135000
6067,7/1/11,Dallas,387100
6073,7/1/11,Corpus Christi,102800
6086,7/1/11,Houston,112500
6091,7/1/11,Dallas,267900
6093,7/1/11,San Antonio,74700
6140,7/1/11,Houston,85200
6193,7/1/11,Houston,316200
6244,7/1/11,Dallas,66700
6252,7/1/11,Dallas,297600
6285,7/1/11,Dallas,165400
6416,7/1/11,Austin,380000
6435,7/1/11,Dallas,138200
6442,7/1/11,Austin,189300
6473,7/1/11,Dallas,171700
6560,7/1/11,Austin,251900
6663,7/1/11,Houston,95900
6728,7/1/11,Dallas,138500
6832,7/1/11,Dallas,372700
6874,7/1/11,Houston,147600
6893,7/1/11,San Antonio,155600
6927,7/1/11,San Antonio,92000
6944,7/1/11,Dallas,165200
6961,7/1/11,Dallas,79100
7069,7/1/11,Dallas,170800
7185,7/1/11,Houston,129700
7249,7/1/11,San Antonio,453500
7298,7/1/11,Houston,71400
7325,7/1/11,Dallas,139600
7369,7/1/11,Dallas,214600
7413,7/1/11,Corpus Christi,87000
7451,7/1/11,Dallas,157200
7474,7/1/11,Dallas,1253400
7603,7/1/11,El Paso,124000
7638,7/1/11,San Antonio,384400
7814,7/1/11,Austin,144700
7835,7/1/11,Houston,100500
7990,7/1/11,San Antonio,220800
8016,7/1/11,Dallas,174100
8029,7/1/11,Dallas,258800
8055,7/1/11,Dallas,76400
8058,7/1/11,Dallas,201100
8068,7/1/11,Houston,92500
8110,7/1/11,El Paso,115800
8129,7/1/11,Austin,433100
8505,7/1/11,Dallas,60800
8571,7/1/11,Dallas,178800
8646,7/1/11,Dallas,120500
8662,7/1/11,San Antonio,298000
8684,7/1/11,Dallas,126400
8688,7/1/11,Corpus Christi,286300
8692,7/1/11,San Antonio,325700
8774,7/1/11,Austin,729700
8823,7/1/11,Dallas,67200
9024,7/1/11,Dallas,176900
9039,7/1/11,Austin,101500
9066,7/1/11,San Antonio,470400
9076,7/1/11,Dallas,162000
9110,7/1/11,Austin,114300
9167,7/1/11,Houston,124000
9482,7/1/11,San Antonio,238200
9666,7/1/11,Houston,154600
9682,7/1/11,Dallas,156400
9713,7/1/11,Houston,169500
9883,7/1/11,Austin,363600
9888,7/1/11,Houston,191900
9907,7/1/11,Dallas,91400
9932,7/1/11,Austin,96300
9995,7/1/11,Dallas,223800
10048,7/1/11,Dallas,95400
10076,7/1/11,Dallas,345300
10134,7/1/11,Dallas,93000
10153,7/1/11,Austin,300200
10188,7/1/11,Dallas,315400
10302,7/1/11,Houston,192100
10303,7/1/11,Dallas,271200
10342,7/1/11,Dallas,66200
10420,7/1/11,San Antonio,246100
10437,7/1/11,Houston,127900
10612,7/1/11,Dallas,200000
10619,7/1/11,Houston,122100
10671,7/1/11,Houston,140200
10720,7/1/11,Dallas,114200
10932,7/1/11,Houston,157400
10998,7/1/11,San Antonio,406500
11100,7/1/11,Austin,381500
11115,7/1/11,Houston,
11233,7/1/11,Dallas,231900
11259,7/1/11,San Antonio,544200
11277,7/1/11,Dallas,147100
11284,7/1/11,Corpus Christi,46000
11331,7/1/11,San Antonio,252000
11398,7/1/11,Dallas,77400
11502,7/1/11,Dallas,221300
11524,7/1/11,Dallas,249300
11543,7/1/11,Austin,661800
11667,7/1/11,Dallas,60200
11804,7/1/11,Dallas,140300
11834,7/1/11,Houston,141100
11880,7/1/11,Houston,168500
11993,7/1/11,Houston,218500
12016,7/1/11,Houston,143800
12084,7/1/11,Houston,96600
12185,7/1/11,Houston,171900
12256,7/1/11,Dallas,314400
12433,7/1/11,Houston,136700
12568,7/1/11,Houston,142700
12590,7/1/11,Dallas,93000
12734,7/1/11,Rio Grande City,69000
12745,7/1/11,Austin,181200
12771,7/1/11,Houston,181400
12786,7/1/11,Houston,132900
12817,7/1/11,Austin,159900
12823,7/1/11,Dallas,72800
12842,7/1/11,Dallas,164900
12873,7/1/11,Dallas,167900
12919,7/1/11,Dallas,117100
12975,7/1/11,San Antonio,165800
12987,7/1/11,Houston,95200
13016,7/1/11,Dallas,170100
13041,7/1/11,Dallas,118800
13076,7/1/11,Houston,126400
13080,7/1/11,Dallas,74200
13131,7/1/11,Austin,225800
13132,7/1/11,Houston,261900
13144,7/1/11,Austin,191700
13146,7/1/11,Dallas,141300
13165,7/1/11,Houston,309100
13181,7/1/11,Houston,102700
13184,7/1/11,Dallas,135800
13230,7/1/11,Dallas,128700
13231,7/1/11,Houston,192400
3,8/1/11,Houston,121500
5,8/1/11,San Antonio,117500
10,8/1/11,Dallas,104100
11,8/1/11,Austin,215500
17,8/1/11,Dallas,113400
22,8/1/11,El Paso,116200
50,8/1/11,Dallas,122300
66,8/1/11,Corpus Christi,111200
79,8/1/11,Dallas,201500
109,8/1/11,Dallas,104600
110,8/1/11,Houston,132700
116,8/1/11,Dallas,117100
159,8/1/11,Dallas,118100
184,8/1/11,Houston,220900
189,8/1/11,Dallas,192700
205,8/1/11,Houston,177400
206,8/1/11,Austin,183300
214,8/1/11,Houston,142600
218,8/1/11,Houston,92200
221,8/1/11,Dallas,263000
229,8/1/11,Dallas,91700
257,8/1/11,Dallas,164500
267,8/1/11,Houston,180900
269,8/1/11,Dallas,138700
321,8/1/11,Dallas,164300
345,8/1/11,Dallas,174000
371,8/1/11,Houston,256000
395,8/1/11,Houston,177200
422,8/1/11,San Antonio,180300
433,8/1/11,Dallas,196500
481,8/1/11,Austin,194100
496,8/1/11,Austin,164900
585,8/1/11,Houston,146800
590,8/1/11,Houston,182000
595,8/1/11,Houston,164600
628,8/1/11,Houston,147300
644,8/1/11,Houston,91700
652,8/1/11,Austin,138600
664,8/1/11,Dallas,253400
711,8/1/11,Austin,188300
737,8/1/11,Dallas,135400
781,8/1/11,Dallas,169100
932,8/1/11,Dallas,139100
967,8/1/11,Dallas,123900
1042,8/1/11,Dallas,221900
1048,8/1/11,Dallas,137900
1051,8/1/11,Dallas,170000
1068,8/1/11,Dallas,120800
1075,8/1/11,Houston,129700
1080,8/1/11,Dallas,150200
1100,8/1/11,Dallas,144800
1137,8/1/11,Dallas,159000
1142,8/1/11,Dallas,169800
1150,8/1/11,Houston,165700
1155,8/1/11,San Antonio,126800
1201,8/1/11,Dallas,80100
1237,8/1/11,Houston,85800
1255,8/1/11,Dallas,265300
1259,8/1/11,Dallas,258000
1301,8/1/11,Dallas,137900
1311,8/1/11,Dallas,91300
1339,8/1/11,Dallas,85300
1350,8/1/11,Dallas,123700
1365,8/1/11,Houston,207100
1383,8/1/11,Dallas,91000
1409,8/1/11,San Antonio,252700
1412,8/1/11,Dallas,125400
1422,8/1/11,Houston,199700
1444,8/1/11,San Antonio,122800
1493,8/1/11,Dallas,177800
1533,8/1/11,Dallas,79800
1650,8/1/11,Dallas,124100
1675,8/1/11,Houston,117900
1687,8/1/11,Houston,128000
1703,8/1/11,Houston,88700
1735,8/1/11,El Paso,85400
1737,8/1/11,San Antonio,187500
1739,8/1/11,Dallas,96500
1742,8/1/11,Houston,152400
1773,8/1/11,Austin,143900
1781,8/1/11,Dallas,174500
1805,8/1/11,Dallas,452400
1816,8/1/11,Houston,142100
1848,8/1/11,Houston,103800
1852,8/1/11,San Antonio,172700
1946,8/1/11,Austin,145400
1967,8/1/11,Houston,126900
1972,8/1/11,Dallas,150500
2058,8/1/11,Houston,123100
2073,8/1/11,Dallas,69900
2150,8/1/11,Dallas,377300
2201,8/1/11,Austin,127500
2258,8/1/11,Dallas,849500
2273,8/1/11,Dallas,116900
2289,8/1/11,Dallas,115300
2373,8/1/11,Dallas,91900
2425,8/1/11,Houston,121500
2434,8/1/11,Dallas,124900
2503,8/1/11,Austin,132900
2505,8/1/11,Dallas,149700
2534,8/1/11,San Antonio,187600
2554,8/1/11,San Antonio,151700
2675,8/1/11,Dallas,171500
2676,8/1/11,Dallas,173400
2707,8/1/11,San Antonio,131800
2715,8/1/11,Houston,125900
2756,8/1/11,Dallas,144700
2836,8/1/11,Austin,105800
2886,8/1/11,Houston,259000
2896,8/1/11,Houston,192600
2898,8/1/11,Austin,105700
2978,8/1/11,Dallas,259800
2980,8/1/11,Houston,599600
3002,8/1/11,Dallas,162700
3056,8/1/11,Austin,183900
3071,8/1/11,Houston,82100
3152,8/1/11,Houston,136700
3160,8/1/11,Houston,132100
3189,8/1/11,Houston,120900
3236,8/1/11,Dallas,69300
3237,8/1/11,Dallas,126700
3256,8/1/11,Corpus Christi,144400
3265,8/1/11,Houston,101000
3332,8/1/11,San Antonio,287100
3348,8/1/11,Austin,282100
3381,8/1/11,Houston,82000
3403,8/1/11,Dallas,250700
3446,8/1/11,Dallas,147300
3470,8/1/11,Houston,112900
3483,8/1/11,Corpus Christi,153700
3517,8/1/11,Houston,178500
3561,8/1/11,San Antonio,115600
3563,8/1/11,Dallas,134800
3599,8/1/11,Dallas,243200
3614,8/1/11,Dallas,81600
3701,8/1/11,El Paso,118200
3714,8/1/11,Dallas,157200
3717,8/1/11,San Antonio,173100
3786,8/1/11,Houston,100200
3805,8/1/11,Dallas,143000
3813,8/1/11,Rio Grande City,61900
3815,8/1/11,Dallas,128900
3856,8/1/11,Austin,201400
3886,8/1/11,Houston,
3946,8/1/11,Dallas,117200
3962,8/1/11,San Antonio,270400
4017,8/1/11,Austin,130800
4043,8/1/11,Dallas,68100
4059,8/1/11,San Antonio,131100
4066,8/1/11,Houston,188500
4214,8/1/11,Houston,167500
4316,8/1/11,Austin,217700
4444,8/1/11,Houston,146700
4452,8/1/11,Houston,90100
4530,8/1/11,San Antonio,276100
4556,8/1/11,Dallas,68700
4590,8/1/11,Houston,271000
4631,8/1/11,Houston,137700
4689,8/1/11,Houston,82500
4720,8/1/11,Austin,309200
4760,8/1/11,Dallas,121200
4779,8/1/11,Houston,71300
4886,8/1/11,San Antonio,174200
4991,8/1/11,Houston,181000
5064,8/1/11,San Antonio,164000
5133,8/1/11,Dallas,998200
5139,8/1/11,Austin,168300
5144,8/1/11,Dallas,393800
5181,8/1/11,Austin,342100
5182,8/1/11,Dallas,88100
5209,8/1/11,Corpus Christi,89800
5219,8/1/11,Austin,91500
5243,8/1/11,San Antonio,166700
5339,8/1/11,Dallas,68800
5355,8/1/11,Dallas,294000
5407,8/1/11,Dallas,162600
5643,8/1/11,San Antonio,423300
5667,8/1/11,San Antonio,162900
5932,8/1/11,Rio Grande City,49100
5933,8/1/11,Dallas,279400
6008,8/1/11,Dallas,134400
6067,8/1/11,Dallas,387400
6073,8/1/11,Corpus Christi,102900
6086,8/1/11,Houston,113600
6091,8/1/11,Dallas,268000
6093,8/1/11,San Antonio,74300
6140,8/1/11,Houston,86000
6193,8/1/11,Houston,315800
6244,8/1/11,Dallas,66800
6252,8/1/11,Dallas,296700
6285,8/1/11,Dallas,166400
6416,8/1/11,Austin,379900
6435,8/1/11,Dallas,138800
6442,8/1/11,Austin,188000
6473,8/1/11,Dallas,171800
6560,8/1/11,Austin,249000
6663,8/1/11,Houston,95800
6728,8/1/11,Dallas,139500
6832,8/1/11,Dallas,373200
6874,8/1/11,Houston,146500
6893,8/1/11,San Antonio,157500
6927,8/1/11,San Antonio,92400
6944,8/1/11,Dallas,165400
6961,8/1/11,Dallas,78600
7069,8/1/11,Dallas,171400
7185,8/1/11,Houston,129100
7249,8/1/11,San Antonio,454800
7298,8/1/11,Houston,71000
7325,8/1/11,Dallas,139200
7369,8/1/11,Dallas,217600
7413,8/1/11,Corpus Christi,88200
7451,8/1/11,Dallas,154100
7474,8/1/11,Dallas,1246100
7603,8/1/11,El Paso,123800
7638,8/1/11,San Antonio,383600
7814,8/1/11,Austin,143200
7835,8/1/11,Houston,99300
7990,8/1/11,San Antonio,218700
8016,8/1/11,Dallas,174000
8029,8/1/11,Dallas,257900
8055,8/1/11,Dallas,76900
8058,8/1/11,Dallas,199200
8068,8/1/11,Houston,93100
8110,8/1/11,El Paso,116700
8129,8/1/11,Austin,430600
8505,8/1/11,Dallas,60800
8571,8/1/11,Dallas,178700
8646,8/1/11,Dallas,120500
8662,8/1/11,San Antonio,299100
8684,8/1/11,Dallas,126200
8688,8/1/11,Corpus Christi,286600
8692,8/1/11,San Antonio,325300
8774,8/1/11,Austin,729900
8823,8/1/11,Dallas,67400
9024,8/1/11,Dallas,177200
9039,8/1/11,Austin,100500
9066,8/1/11,San Antonio,471200
9076,8/1/11,Dallas,160400
9110,8/1/11,Austin,113200
9167,8/1/11,Houston,123000
9482,8/1/11,San Antonio,235200
9666,8/1/11,Houston,153700
9682,8/1/11,Dallas,158200
9713,8/1/11,Houston,170100
9883,8/1/11,Austin,353500
9888,8/1/11,Houston,191500
9907,8/1/11,Dallas,93000
9932,8/1/11,Austin,104100
9995,8/1/11,Dallas,223100
10048,8/1/11,Dallas,95700
10076,8/1/11,Dallas,347300
10134,8/1/11,Dallas,92800
10153,8/1/11,Austin,301300
10188,8/1/11,Dallas,315500
10302,8/1/11,Houston,191700
10303,8/1/11,Dallas,271200
10342,8/1/11,Dallas,66100
10420,8/1/11,San Antonio,245600
10437,8/1/11,Houston,127500
10612,8/1/11,Dallas,201200
10619,8/1/11,Houston,122400
10671,8/1/11,Houston,138600
10720,8/1/11,Dallas,113500
10932,8/1/11,Houston,154100
10998,8/1/11,San Antonio,410500
11100,8/1/11,Austin,382900
11115,8/1/11,Houston,
11233,8/1/11,Dallas,231800
11259,8/1/11,San Antonio,548100
11277,8/1/11,Dallas,147700
11284,8/1/11,Corpus Christi,45800
11331,8/1/11,San Antonio,251800
11398,8/1/11,Dallas,77400
11502,8/1/11,Dallas,219500
11524,8/1/11,Dallas,248700
11543,8/1/11,Austin,661700
11667,8/1/11,Dallas,60100
11804,8/1/11,Dallas,140800
11834,8/1/11,Houston,140300
11880,8/1/11,Houston,165200
11993,8/1/11,Houston,212600
12016,8/1/11,Houston,144400
12084,8/1/11,Houston,97000
12185,8/1/11,Houston,173200
12256,8/1/11,Dallas,308900
12433,8/1/11,Houston,137000
12568,8/1/11,Houston,142500
12590,8/1/11,Dallas,93500
12734,8/1/11,Rio Grande City,68700
12745,8/1/11,Austin,179900
12771,8/1/11,Houston,184200
12786,8/1/11,Houston,132800
12817,8/1/11,Austin,160900
12823,8/1/11,Dallas,72900
12842,8/1/11,Dallas,166100
12873,8/1/11,Dallas,166900
12919,8/1/11,Dallas,117300
12975,8/1/11,San Antonio,167900
12987,8/1/11,Houston,93700
13016,8/1/11,Dallas,169400
13041,8/1/11,Dallas,118300
13076,8/1/11,Houston,124900
13080,8/1/11,Dallas,74300
13131,8/1/11,Austin,224000
13132,8/1/11,Houston,262200
13144,8/1/11,Austin,193200
13146,8/1/11,Dallas,141800
13165,8/1/11,Houston,311500
13181,8/1/11,Houston,104000
13184,8/1/11,Dallas,134600
13230,8/1/11,Dallas,127800
13231,8/1/11,Houston,195500
3,9/1/11,Houston,120900
5,9/1/11,San Antonio,117800
10,9/1/11,Dallas,103400
11,9/1/11,Austin,215300
17,9/1/11,Dallas,113200
22,9/1/11,El Paso,115800
50,9/1/11,Dallas,122500
66,9/1/11,Corpus Christi,110800
79,9/1/11,Dallas,201300
109,9/1/11,Dallas,103900
110,9/1/11,Houston,132000
116,9/1/11,Dallas,116600
159,9/1/11,Dallas,117600
184,9/1/11,Houston,220200
189,9/1/11,Dallas,192600
205,9/1/11,Houston,176700
206,9/1/11,Austin,182400
214,9/1/11,Houston,142900
218,9/1/11,Houston,92200
221,9/1/11,Dallas,263600
229,9/1/11,Dallas,91500
257,9/1/11,Dallas,163400
267,9/1/11,Houston,180300
269,9/1/11,Dallas,138200
321,9/1/11,Dallas,163900
345,9/1/11,Dallas,174100
371,9/1/11,Houston,256700
395,9/1/11,Houston,176900
422,9/1/11,San Antonio,180900
433,9/1/11,Dallas,196600
481,9/1/11,Austin,193000
496,9/1/11,Austin,164600
585,9/1/11,Houston,145800
590,9/1/11,Houston,180700
595,9/1/11,Houston,164100
628,9/1/11,Houston,146900
644,9/1/11,Houston,91400
652,9/1/11,Austin,137500
664,9/1/11,Dallas,253100
711,9/1/11,Austin,187500
737,9/1/11,Dallas,135700
781,9/1/11,Dallas,169000
932,9/1/11,Dallas,138800
967,9/1/11,Dallas,123500
1042,9/1/11,Dallas,221400
1048,9/1/11,Dallas,137300
1051,9/1/11,Dallas,169200
1068,9/1/11,Dallas,120600
1075,9/1/11,Houston,129700
1080,9/1/11,Dallas,150100
1100,9/1/11,Dallas,144500
1137,9/1/11,Dallas,159300
1142,9/1/11,Dallas,169600
1150,9/1/11,Houston,165200
1155,9/1/11,San Antonio,126800
1201,9/1/11,Dallas,79900
1237,9/1/11,Houston,85000
1255,9/1/11,Dallas,265200
1259,9/1/11,Dallas,259000
1301,9/1/11,Dallas,138000
1311,9/1/11,Dallas,90600
1339,9/1/11,Dallas,85200
1350,9/1/11,Dallas,123800
1365,9/1/11,Houston,206300
1383,9/1/11,Dallas,90600
1409,9/1/11,San Antonio,253100
1412,9/1/11,Dallas,125300
1422,9/1/11,Houston,200000
1444,9/1/11,San Antonio,122600
1493,9/1/11,Dallas,177500
1533,9/1/11,Dallas,79900
1650,9/1/11,Dallas,123400
1675,9/1/11,Houston,117000
1687,9/1/11,Houston,127400
1703,9/1/11,Houston,88500
1735,9/1/11,El Paso,84500
1737,9/1/11,San Antonio,187200
1739,9/1/11,Dallas,95700
1742,9/1/11,Houston,151400
1773,9/1/11,Austin,143100
1781,9/1/11,Dallas,174200
1805,9/1/11,Dallas,452100
1816,9/1/11,Houston,142800
1848,9/1/11,Houston,103400
1852,9/1/11,San Antonio,172400
1946,9/1/11,Austin,144000
1967,9/1/11,Houston,127300
1972,9/1/11,Dallas,149500
2058,9/1/11,Houston,122500
2073,9/1/11,Dallas,70800
2150,9/1/11,Dallas,377200
2201,9/1/11,Austin,127400
2258,9/1/11,Dallas,846200
2273,9/1/11,Dallas,117400
2289,9/1/11,Dallas,115300
2373,9/1/11,Dallas,91700
2425,9/1/11,Houston,120600
2434,9/1/11,Dallas,125000
2503,9/1/11,Austin,132100
2505,9/1/11,Dallas,148900
2534,9/1/11,San Antonio,187600
2554,9/1/11,San Antonio,151500
2675,9/1/11,Dallas,170500
2676,9/1/11,Dallas,172600
2707,9/1/11,San Antonio,133100
2715,9/1/11,Houston,124700
2756,9/1/11,Dallas,144100
2836,9/1/11,Austin,105800
2886,9/1/11,Houston,257700
2896,9/1/11,Houston,192600
2898,9/1/11,Austin,103400
2978,9/1/11,Dallas,259500
2980,9/1/11,Houston,596500
3002,9/1/11,Dallas,162800
3056,9/1/11,Austin,184100
3071,9/1/11,Houston,81800
3152,9/1/11,Houston,137200
3160,9/1/11,Houston,131800
3189,9/1/11,Houston,120300
3236,9/1/11,Dallas,69600
3237,9/1/11,Dallas,126600
3256,9/1/11,Corpus Christi,144200
3265,9/1/11,Houston,101400
3332,9/1/11,San Antonio,281800
3348,9/1/11,Austin,282700
3381,9/1/11,Houston,81100
3403,9/1/11,Dallas,249700
3446,9/1/11,Dallas,147200
3470,9/1/11,Houston,113500
3483,9/1/11,Corpus Christi,153500
3517,9/1/11,Houston,179100
3561,9/1/11,San Antonio,115300
3563,9/1/11,Dallas,134500
3599,9/1/11,Dallas,243600
3614,9/1/11,Dallas,81900
3701,9/1/11,El Paso,118100
3714,9/1/11,Dallas,158600
3717,9/1/11,San Antonio,172700
3786,9/1/11,Houston,99400
3805,9/1/11,Dallas,142700
3813,9/1/11,Rio Grande City,61800
3815,9/1/11,Dallas,129300
3856,9/1/11,Austin,200000
3886,9/1/11,Houston,
3946,9/1/11,Dallas,117200
3962,9/1/11,San Antonio,271700
4017,9/1/11,Austin,130600
4043,9/1/11,Dallas,67900
4059,9/1/11,San Antonio,130700
4066,9/1/11,Houston,188100
4214,9/1/11,Houston,167200
4316,9/1/11,Austin,221000
4444,9/1/11,Houston,146800
4452,9/1/11,Houston,90500
4530,9/1/11,San Antonio,274100
4556,9/1/11,Dallas,68600
4590,9/1/11,Houston,271500
4631,9/1/11,Houston,137600
4689,9/1/11,Houston,81500
4720,9/1/11,Austin,308400
4760,9/1/11,Dallas,121500
4779,9/1/11,Houston,71900
4886,9/1/11,San Antonio,174100
4991,9/1/11,Houston,180600
5064,9/1/11,San Antonio,164200
5133,9/1/11,Dallas,998000
5139,9/1/11,Austin,169100
5144,9/1/11,Dallas,394800
5181,9/1/11,Austin,335500
5182,9/1/11,Dallas,89300
5209,9/1/11,Corpus Christi,89900
5219,9/1/11,Austin,91500
5243,9/1/11,San Antonio,166900
5339,9/1/11,Dallas,68400
5355,9/1/11,Dallas,294300
5407,9/1/11,Dallas,162400
5643,9/1/11,San Antonio,422900
5667,9/1/11,San Antonio,162900
5932,9/1/11,Rio Grande City,49200
5933,9/1/11,Dallas,282400
6008,9/1/11,Dallas,134000
6067,9/1/11,Dallas,388000
6073,9/1/11,Corpus Christi,102900
6086,9/1/11,Houston,114700
6091,9/1/11,Dallas,268200
6093,9/1/11,San Antonio,74300
6140,9/1/11,Houston,86400
6193,9/1/11,Houston,314900
6244,9/1/11,Dallas,66900
6252,9/1/11,Dallas,296300
6285,9/1/11,Dallas,167100
6416,9/1/11,Austin,379400
6435,9/1/11,Dallas,138800
6442,9/1/11,Austin,186300
6473,9/1/11,Dallas,171700
6560,9/1/11,Austin,249300
6663,9/1/11,Houston,95700
6728,9/1/11,Dallas,139800
6832,9/1/11,Dallas,373100
6874,9/1/11,Houston,146200
6893,9/1/11,San Antonio,159400
6927,9/1/11,San Antonio,92300
6944,9/1/11,Dallas,165300
6961,9/1/11,Dallas,78200
7069,9/1/11,Dallas,171300
7185,9/1/11,Houston,129100
7249,9/1/11,San Antonio,455900
7298,9/1/11,Houston,70900
7325,9/1/11,Dallas,139000
7369,9/1/11,Dallas,220800
7413,9/1/11,Corpus Christi,89600
7451,9/1/11,Dallas,153000
7474,9/1/11,Dallas,1242800
7603,9/1/11,El Paso,122900
7638,9/1/11,San Antonio,381600
7814,9/1/11,Austin,142400
7835,9/1/11,Houston,98900
7990,9/1/11,San Antonio,217600
8016,9/1/11,Dallas,174200
8029,9/1/11,Dallas,257400
8055,9/1/11,Dallas,77200
8058,9/1/11,Dallas,197700
8068,9/1/11,Houston,93000
8110,9/1/11,El Paso,116300
8129,9/1/11,Austin,429700
8505,9/1/11,Dallas,60800
8571,9/1/11,Dallas,178000
8646,9/1/11,Dallas,120800
8662,9/1/11,San Antonio,300500
8684,9/1/11,Dallas,126800
8688,9/1/11,Corpus Christi,286800
8692,9/1/11,San Antonio,324900
8774,9/1/11,Austin,720700
8823,9/1/11,Dallas,67600
9024,9/1/11,Dallas,177400
9039,9/1/11,Austin,99600
9066,9/1/11,San Antonio,471400
9076,9/1/11,Dallas,159600
9110,9/1/11,Austin,112300
9167,9/1/11,Houston,122900
9482,9/1/11,San Antonio,234000
9666,9/1/11,Houston,154500
9682,9/1/11,Dallas,157100
9713,9/1/11,Houston,170000
9883,9/1/11,Austin,341700
9888,9/1/11,Houston,191100
9907,9/1/11,Dallas,94700
9932,9/1/11,Austin,105500
9995,9/1/11,Dallas,222700
10048,9/1/11,Dallas,95900
10076,9/1/11,Dallas,348300
10134,9/1/11,Dallas,92700
10153,9/1/11,Austin,303700
10188,9/1/11,Dallas,313400
10302,9/1/11,Houston,191700
10303,9/1/11,Dallas,271900
10342,9/1/11,Dallas,66400
10420,9/1/11,San Antonio,245400
10437,9/1/11,Houston,127000
10612,9/1/11,Dallas,203900
10619,9/1/11,Houston,123300
10671,9/1/11,Houston,137900
10720,9/1/11,Dallas,112900
10932,9/1/11,Houston,153400
10998,9/1/11,San Antonio,416300
11100,9/1/11,Austin,384200
11115,9/1/11,Houston,
11233,9/1/11,Dallas,231500
11259,9/1/11,San Antonio,551900
11277,9/1/11,Dallas,148100
11284,9/1/11,Corpus Christi,45500
11331,9/1/11,San Antonio,253000
11398,9/1/11,Dallas,77400
11502,9/1/11,Dallas,218500
11524,9/1/11,Dallas,248300
11543,9/1/11,Austin,656400
11667,9/1/11,Dallas,60100
11804,9/1/11,Dallas,140800
11834,9/1/11,Houston,140000
11880,9/1/11,Houston,161700
11993,9/1/11,Houston,206500
12016,9/1/11,Houston,144300
12084,9/1/11,Houston,98000
12185,9/1/11,Houston,173300
12256,9/1/11,Dallas,304500
12433,9/1/11,Houston,137100
12568,9/1/11,Houston,144400
12590,9/1/11,Dallas,94600
12734,9/1/11,Rio Grande City,68800
12745,9/1/11,Austin,178300
12771,9/1/11,Houston,186100
12786,9/1/11,Houston,132100
12817,9/1/11,Austin,159700
12823,9/1/11,Dallas,73700
12842,9/1/11,Dallas,167100
