SizeRank,City,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08
8110,El Paso,87600,88400,89300,90100,91100,92100,93100,94100,95300,96800,98900,101000,102600,104300,106000,107300,108700,110700,112600,114100,114200,112700,110100,106700,103200,100900,99200,97400,95900,95200,95300,96400,97800,98800,100100,101300,102400,104000,105600,106600,107700,109100,109800,110000,109900,109700,109500,111700,115500,115000,114600,118400,121800,120800,118200,115200,115100,117000,118000,117900,116600,115500,114200,113100,112400,114000,115800,116700,116300,117100,118500,119200,120700,122700,121600,118100,114700,109600,105900,105700,106200,105100,104200,103300,102400,103200,105700,107600,108500,110100,110800,110800,111800,113700,115600,116200,115100,113600,113700,113800,111800,110700,112200,112700,108700,104700,102400,101100,99700,98600,96900,96200,97900,100500,102100,102900,104100,104600,104600,105900,109000,111600,113500,115300,116700,117100,117100,118800,122000,124400,125400,125200,124700,125200,125600,124800,124100,123700,124000,124800,126200,127600,129400,130400,130300,129900,130800,132100,133900,136400,138700,137800,135000,131900,129100,127300,127100,127700,126700,124600,124500,126100,125500,123900
8129,Austin,438700,440200,442200,444600,446700,448400,449800,450800,451700,452400,452700,452400,451600,451000,451400,453600,457400,462300,467500,472200,476400,480500,483900,486100,486600,485300,482000,477000,470900,464600,460100,457300,454900,452300,450000,448100,446700,445900,445600,445700,445400,443900,441100,437500,433900,431300,430100,430000,430500,432100,431700,430300,429400,428400,426300,427100,430600,434300,436100,437500,438200,437800,438000,438300,437500,435300,433100,430600,429700,429900,432100,434700,437200,438700,439800,441000,443000,446100,450800,455900,459200,461500,463300,465000,466300,468000,470100,472200,473500,473200,472000,470700,469900,470300,471200,472400,474200,476300,477800,479100,484800,501100,525300,545800,558700,566200,570900,574100,577400,579700,585200,591100,595400,596600,594000,588100,585300,586800,590400,595700,602300,608800,612300,614600,618300,622500,623600,623300,624100,624100,621600,618300,614300,609900,608000,610700,615000,615900,616600,621600,628000,632200,637400,644000,650700,656600,662800,669800,676700,682600,685900,688200,689400,693500,698100,700500,703200,715400,730300,742800,745600,736900,727400,726800
8505,Dallas,63800,64200,64800,65300,65600,65600,65400,65200,65100,65100,65300,65700,66200,66700,67200,67500,67600,67500,67200,67000,67000,67100,67400,67700,68000,68000,67700,67200,66400,65500,64800,64500,64300,64200,64100,64100,64000,64000,64000,63900,63600,63300,63000,62700,62700,62600,62500,62400,62100,62100,62200,62200,62000,62100,62100,61900,61900,62100,61900,61700,61500,61300,61000,60900,61000,61000,60800,60800,60800,60700,60800,61200,61400,61300,61100,61300,61700,61900,62000,61600,60600,59500,58800,58200,57900,57900,57900,57800,57700,57400,57200,57100,57000,56900,57200,57700,58200,58600,58700,58500,58300,58600,59100,59400,59400,59300,59100,59100,59100,59100,59400,59800,59900,60100,60200,59900,59900,60200,60600,61000,61200,61700,62000,61700,61100,60900,60600,61300,63100,64600,65200,65200,65200,65000,65200,65800,66300,66400,66900,67700,68500,69000,69600,70300,71400,72400,73200,74100,75300,76600,77900,78800,79500,80500,81400,81600,81400,81700,81600,81500,81400,81100,80900,81400
8571,Dallas,166200,166400,166500,166400,166400,166400,166400,166600,166800,166800,166700,166700,167100,168000,169200,170500,172000,173700,175500,177600,179900,182100,184200,186000,187200,188000,188500,188800,188800,188800,188400,187600,186600,185300,184200,183300,182500,181900,181300,180600,179900,179100,178200,177800,177400,176900,176500,176300,176000,176000,176100,175900,174900,174200,174600,175600,176000,176600,177700,178500,178900,178100,177100,177300,178100,178400,178800,178700,178000,176700,175600,175500,175600,175600,175700,176100,176700,177100,175600,172600,171400,172300,172800,171800,170700,171100,172100,172300,171800,171800,172400,174600,177400,180700,182900,184400,186100,187400,187100,187100,188400,189600,189900,189500,188600,187200,187300,188500,189600,190200,191500,192800,194800,198500,204100,209600,213500,215300,216500,219300,221600,222800,223900,227000,230800,234200,236300,238400,241100,244900,248200,250000,252000,255200,259400,262900,264500,264100,264500,266600,267900,267300,266600,267300,269500,273300,277600,281000,282700,283500,284300,285800,288600,292000,294800,297300,300800,304100,304700,302600,300500,300000,300900,301600
8646,Dallas,109100,112700,116800,120700,123800,125900,126700,126100,124300,122300,121100,120800,121200,122000,123100,124500,126100,127500,128300,128400,128000,127300,127300,127900,128800,129600,130100,130300,130200,129700,129000,128400,127600,126600,125900,125800,125900,126100,126200,126300,126500,126800,126900,126700,126000,125000,124100,123800,124600,124800,125100,126000,126500,125900,125400,124100,123100,123300,123900,124000,123500,123200,122400,120800,119800,120200,120500,120500,120800,121000,121100,120900,120500,120200,120600,121400,121600,121500,121600,121800,122400,122700,122700,122900,123600,124300,124900,125700,126800,127600,127700,127100,126000,125500,125200,124500,124000,124600,125700,126800,127500,126900,126300,126900,127600,126500,125200,125300,125500,125200,125400,125900,126000,127300,129300,130900,132000,132700,133500,134000,134300,135200,135500,135100,135600,136900,137800,139100,140700,142200,144000,146600,148500,148500,148200,148400,149000,149500,150000,151200,152200,154400,157500,160000,162600,166900,170500,172200,174100,176200,177400,178100,181300,186400,190400,192100,193300,193600,192700,192500,192100,191200,192800,195700
8662,San Antonio,300100,301100,302800,305600,309500,314300,319200,323800,327600,330500,332400,333500,333700,333200,332200,330800,329100,327300,326000,325400,325600,326200,326800,327100,326800,326300,325800,325200,324600,323700,322600,321500,320600,320000,319500,319000,318700,318300,317600,316600,315400,313700,311500,309400,308300,308200,308800,309300,309900,310700,311400,310900,309300,307500,305800,303600,301200,299000,297500,296900,297000,297000,296100,295600,296400,297400,298000,299100,300500,300500,299200,297700,296300,295700,297100,299300,300600,302500,305100,306700,307000,307700,309300,311800,313700,313500,312600,312700,314600,318900,323600,327200,330100,332800,334700,334700,335500,338800,342500,344700,345700,343700,341000,341000,341400,341000,342100,344400,346200,347400,348800,351300,354100,356500,358800,360800,362500,364500,365700,366300,367100,367800,367800,367500,367000,366000,365400,365200,364900,364700,365100,366800,369200,371100,373000,375100,376500,376800,376000,375500,376200,377500,378300,379100,380200,381300,381800,382800,385200,387200,388700,390400,392700,395200,397100,397900,398100,397900,397300,395000,392000,392400,394800,395900
8684,Dallas,119100,120200,121200,122400,123800,125200,126200,126500,125900,125100,124400,124300,124800,125500,126400,127400,128500,129600,130400,130800,130600,130500,130900,131800,133000,134000,134600,134500,134000,133300,132900,132600,132200,131700,131500,131600,132000,132600,133100,133600,134100,134500,134600,134000,132800,131500,130500,129900,129900,129800,130000,130400,130300,129600,129600,129500,129300,129200,128800,128000,127700,127600,127200,126400,126300,126600,126400,126200,126800,127100,127000,127300,127400,127100,127300,127800,128000,128200,128300,128400,128200,128200,129100,129900,130100,130700,131400,132000,133000,134100,134100,133400,132500,131600,130000,128700,127700,127500,128400,130000,130200,129200,128700,129200,130300,130900,130900,131100,131300,131300,131300,131500,131900,133100,134900,136400,137500,138500,139800,140500,141700,143900,145400,145900,146600,147300,148000,149100,150500,151900,154100,156800,158600,158600,158100,158100,158700,159600,160200,160400,160100,160600,161500,162400,164200,166800,168400,170200,172400,175100,178100,180800,183400,187000,190300,193200,195600,195800,194500,193200,192400,191900,192200,192900
8688,Corpus Christi,296800,296100,295700,296100,298500,303300,309500,317300,327500,340000,353200,365500,376000,384400,390000,393100,395200,397300,397300,395500,392500,388500,383000,376800,371100,366200,360500,355300,353000,353900,354100,352900,351600,351100,350100,348100,345500,342800,338700,334300,331900,333100,335600,337000,336300,335000,332800,330600,329000,326300,332200,344900,348500,336000,326300,322100,318100,309800,302900,297600,293100,291200,290200,286900,284200,285000,286300,286600,286800,288600,291200,292600,293000,292900,291600,290300,290200,289700,288000,287000,287400,287300,286300,286900,288700,290200,290500,290600,291500,294300,297100,297300,296400,298100,302500,306200,308700,310800,312300,313700,317000,320800,324800,334000,346800,355800,360100,364200,368700,370900,367900,363600,364100,369000,372300,371600,370800,373000,374800,374100,372500,375500,386000,397900,404900,408200,410800,413100,414500,415600,417200,418800,419400,419800,418100,413900,408700,405500,404400,403400,402100,401900,401000,400600,402600,404500,402900,401700,404700,413800,422700,427300,430600,436100,443500,453800,462700,465100,462100,459300,457600,453500,449200,447900
8692,San Antonio,314800,316100,317400,319300,321700,324400,327200,329800,332200,334200,335900,337700,339200,339800,339700,339200,338400,337500,337500,339100,341800,344600,346500,347200,346500,344200,341700,339800,338200,337200,336900,337000,337100,337300,337700,339200,340900,341900,342500,343500,344200,343500,340100,335000,330800,328000,327200,326900,327600,329200,331600,331400,328600,327600,330700,334100,334400,335300,335300,332000,327800,326500,324700,322600,323400,325300,325700,325300,324900,322600,320700,321200,322000,322500,322900,323000,323200,323600,323900,324100,326300,329600,332700,334200,334800,334400,336100,340600,344700,345000,346500,351300,354800,355900,354800,352500,351800,352200,351700,351800,351900,351300,347700,344400,343800,344300,344700,347700,350200,351500,352000,352000,352600,355700,359400,361200,362100,363100,364900,366600,367600,368000,368500,368100,365900,363800,362900,363300,363800,364200,364500,366300,369000,371000,372300,373800,376300,379300,381200,381400,381300,381800,383300,384900,387300,390300,392800,395600,400000,404400,406500,406000,404900,404500,403800,403600,403800,403000,401700,400100,397500,395300,395200,395500
8774,Austin,674600,677300,679400,680600,681600,682900,685400,689500,695000,700900,706900,712100,716300,719200,722000,724400,727000,728900,729900,729800,729500,728800,729200,731600,736100,741500,747200,751700,755300,758300,761200,764300,767800,770200,771300,772300,773800,775300,776600,777300,778100,778800,780200,783000,786900,789400,789900,789700,789500,788800,786900,786300,778600,766500,752300,739400,729900,730000,731900,733000,732100,729900,723000,716100,716800,723800,729700,729900,720700,708600,703900,701000,694800,689900,689200,688600,686800,683000,680900,682100,687700,694600,700000,706400,716400,724300,730500,734600,736200,739200,744200,749300,755400,760700,763700,766900,769000,771500,776600,784700,793200,801700,812600,826500,839000,846300,848800,848300,847300,845100,843100,841800,844800,851700,860000,867100,873700,877100,879800,883500,889400,898300,909700,920500,928600,933600,940200,948900,958200,967800,975800,979400,984600,992600,1001300,1008600,1018700,1032200,1041200,1038700,1032700,1032700,1043300,1061600,1078200,1088200,1088700,1085900,1089400,1094100,1091500,1094000,1107600,1125600,1135500,1137000,1138500,1148800,1169100,1195600,1212800,1213700,1211600,1214300
8823,Dallas,74500,75300,76100,76900,77400,77700,77900,78000,78200,78400,78600,78800,79200,79400,79400,79200,78800,78300,77800,77300,76900,76500,76100,75900,75900,75900,75900,76000,75800,75500,75100,74900,74700,74500,74200,73900,73700,73400,73200,73100,72900,72600,72300,72000,71900,71600,71300,70900,70700,70700,70500,69900,69600,69600,69500,69200,68700,68200,68100,68000,67500,66900,66600,67000,67400,67400,67200,67400,67600,67700,67600,67500,67700,67700,67900,68100,68200,67900,68100,68200,67600,66900,66800,66600,66100,66000,65900,65500,65100,64900,64600,64400,64600,65000,65300,65800,66300,66900,67300,67000,66400,66600,66900,66500,66100,66400,66900,67100,67000,67100,67300,67800,68400,68900,68900,69100,69600,70100,70200,70300,70700,71400,71800,71700,72300,73700,75300,75900,76300,76700,76700,76400,76500,76400,76700,77500,77600,76900,76300,77000,77900,78300,78500,79300,80500,81400,82500,84200,86300,88200,90100,91900,93500,95100,96900,98400,99500,99700,99000,98200,97200,96000,95400,95800
9024,Dallas,174800,174800,174400,173900,173400,173000,172900,173200,174000,174900,176100,177200,178100,178400,178300,178000,177500,176900,176900,177800,179100,180400,181200,181300,181200,181100,181400,182000,182600,182700,182800,183000,183000,182700,182200,181600,181100,180700,180300,180100,179900,179500,179400,179700,180100,180400,180600,180600,180700,180900,180200,178600,178200,180100,181600,180900,179500,178900,178800,179000,178700,178100,177700,177900,177800,177200,176900,177200,177400,177400,177200,176900,176600,176600,176900,177400,178300,178700,177900,176500,175900,176100,177200,178700,179600,180000,180500,181100,181500,181200,181300,182100,183000,183400,183000,182700,183100,184200,185900,187500,188500,189200,190000,190700,191400,191900,192800,193700,194500,195200,196200,197500,198800,199500,200200,201400,202600,202900,202700,203400,205300,207100,208000,209400,210800,213800,218900,224100,227900,231100,233000,234200,235800,237000,237700,239300,241400,241900,241400,241700,243300,245900,249200,252600,255300,257300,258200,258300,259200,261400,263700,265100,266500,268900,271300,272000,272100,273200,274400,274200,273000,271400,271000,271700
9039,Austin,109600,110000,110300,110500,110500,109900,108500,106300,103800,101300,99400,98100,97400,97100,97000,97200,97800,98500,99700,101200,102700,104100,105000,105300,105100,104800,104300,103800,103500,103500,103300,102900,102300,101800,101200,100400,99700,99000,98300,97600,96900,96500,96800,97700,98700,99700,100400,101100,101500,101100,100900,101400,102000,102100,102100,102000,102000,101300,100500,100600,101300,102000,102500,102600,102400,102100,101500,100500,99600,99600,100100,100300,100200,100500,101100,101300,101000,100600,100500,100600,101300,101500,101200,100400,100100,99800,99700,99700,99800,99500,98900,98800,97600,96100,96500,98500,99600,100300,101300,102100,102500,103700,105300,105900,107000,109700,112000,112900,113700,114600,114700,114700,115200,115800,117100,119800,122200,122900,123300,124100,124700,125400,126200,127300,128900,130500,130000,128700,129100,130500,130600,130700,131300,132200,133500,135900,139100,142100,144700,147300,149500,150800,150600,150100,151400,153900,156100,157700,159200,160800,163000,164900,166900,170200,173800,176300,177900,178600,178500,178300,178000,177900,178900,180300
9066,San Antonio,463700,466300,469300,472900,477200,482200,487600,492700,497100,501100,504600,507800,510600,513100,515400,517600,519300,521300,523200,524800,526100,527300,528000,527700,526000,523100,519500,515600,511400,508100,505900,504100,502300,501000,500200,500200,500400,500400,500100,499700,498600,497800,497500,496500,495300,494800,495000,495700,496700,497600,499200,501200,502700,499800,494100,490200,489000,488200,486300,482000,478300,476500,473300,470100,469300,469800,470400,471200,471400,469700,467500,466500,465800,466000,467600,470200,471500,472600,474300,476500,477400,477300,478400,480600,481900,482200,482900,483100,483300,484500,485800,487200,488300,488700,488900,489900,490000,490200,490800,490900,492100,496100,502800,507700,511200,513900,516200,516100,517300,519800,522800,525200,527500,529900,531800,533200,536100,541400,546200,550400,553800,556300,559300,562300,563700,565400,568700,571600,573800,576700,579500,580600,582600,586500,589300,593400,599600,603800,604300,604900,605200,606800,609900,614600,617300,617200,616000,615000,614200,614700,615200,615800,620200,624700,627800,634000,642500,647200,650200,654300,656400,654900,652700,651200
9076,Dallas,156000,156100,156000,156300,157200,159000,161500,164100,166200,167700,168400,168300,167900,167200,166300,165200,164400,163700,162800,161700,160900,160300,160000,159900,160100,160700,161300,161500,161400,161200,160900,160500,160400,160400,160500,161000,161600,162100,162100,161500,160800,161000,162100,163700,165300,166700,167700,168400,169000,169400,170600,171800,172400,172200,172100,171000,169100,167000,166000,166500,166800,165600,164200,163800,164200,163900,162000,160400,159600,159300,158000,154600,150400,147700,147200,148000,148300,147900,148400,149500,150200,150900,151700,152600,154800,157700,158200,157500,157900,158200,158400,159900,161900,163300,164500,165400,165800,166000,167200,168100,168800,169700,170900,172300,174000,174400,175300,177100,178400,179000,180400,181500,182500,184700,186500,186300,186400,187500,187900,187600,187800,188400,190000,192700,194600,196200,198700,202100,205400,209000,212700,216500,220300,223700,225900,227300,228700,229800,229200,227200,224600,224100,225900,229800,234700,240000,242600,242800,243100,245500,247900,248800,248700,249200,249500,250600,252300,253300,252300,251200,251800,253000,254900,257200
9110,Austin,99100,100800,102500,104000,105300,106200,106800,107300,108000,108600,109200,109300,109200,108700,108200,107500,106700,106000,105500,105500,105800,106200,106400,106500,106500,106500,106700,107500,108600,109900,110700,110700,110400,110100,109900,109700,109600,109500,109400,109400,109300,109400,109900,110900,111600,111900,111900,111800,111800,111800,111800,111200,110600,110100,109800,109900,110400,110500,110300,109600,109600,110200,111100,112200,113600,114500,114300,113200,112300,111500,111400,112300,112900,112500,112300,112100,111400,110500,110600,110900,111100,110800,110200,110000,110100,109700,108900,107800,106400,106200,107000,108300,108900,109600,111200,113100,114200,114900,115100,116600,118000,117800,117300,118000,119000,121000,124200,126100,127400,130000,132700,133700,134400,136400,140400,145300,149800,153300,155300,156500,157900,159200,161500,164600,168100,171500,169200,162100,157300,156100,155000,154100,154200,154600,155200,157300,161100,163900,165700,168400,171400,173400,173900,175000,178100,183200,188400,191900,193300,194700,196500,198700,202300,206800,209600,211700,213700,214000,212200,210700,212200,216700,222100,226500
9167,Houston,115100,115700,116400,117300,117900,118400,118700,119300,120200,121500,122900,124200,125300,125900,126300,126800,127100,127400,127600,127700,127700,127700,127900,128100,128300,128400,128200,128000,127700,127500,127600,127900,128300,128700,129000,129300,129700,130200,130900,131700,132200,132400,132700,132700,132300,131400,130100,128800,128000,127900,127100,125700,125000,125600,126300,126600,126300,126200,126100,126100,125700,124900,124600,124900,125200,124900,124000,123000,122900,122900,122900,123200,123600,123800,123900,123800,123900,123800,123300,123300,123600,123700,123400,123500,123700,123900,124300,125200,125800,126500,127400,128500,129900,131200,132300,133100,134200,134800,134700,133800,133100,132800,133500,134100,133400,132900,133300,133500,133000,133000,133600,135000,136200,137100,138300,139900,140900,141300,141500,142100,142600,143600,144800,146300,147600,148600,149600,150700,153300,158200,163500,167300,170900,174600,177700,178900,179500,179900,180100,180400,181200,181300,180500,180300,180400,179600,179900,182200,184800,186500,187800,188500,189000,189400,189800,190700,192300,193900,194600,194200,194400,195600,196700,196800
9482,San Antonio,212500,211600,210800,210500,210800,211700,212800,214100,215700,217600,219900,222400,224900,227200,229400,231200,232600,234000,235400,237100,239300,241800,244700,248100,251100,253000,253900,253800,253300,252800,252500,251900,250800,249300,248100,247500,246800,245900,244800,243700,242600,242000,241800,241500,240600,239000,237800,237500,237400,237200,236800,236200,235300,234200,233200,232500,232400,234000,237000,240100,241800,241700,241500,240900,240200,239800,238200,235200,234000,233700,230600,223800,218800,217600,218000,220100,223600,225400,226700,228800,230100,229700,229700,231100,233700,235000,235700,236800,237700,238500,240300,242100,243700,246500,248400,248000,246500,246200,246500,246200,245400,245300,245700,246300,247800,249900,252600,256000,258400,260700,264600,268500,269700,271100,273800,278700,282500,283000,281500,282100,283500,282600,279400,277600,278300,279600,281100,283400,285600,287000,287900,288700,289800,291100,291100,289700,291700,295800,297100,295000,293600,297400,306800,316200,324700,335400,346200,354500,359900,362400,362800,362600,361300,355400,349200,350300,354300,355800,354800,353600,351600,351200,353700,357200
9666,Houston,153800,154300,154200,153500,152200,150900,150000,149600,149800,150400,151400,152600,153800,155000,156200,157600,159000,160500,161900,163100,163600,163500,162700,161600,160400,159400,158500,157500,156700,156700,157100,157700,158000,158100,158200,158200,158300,158500,158700,158600,158600,158100,156700,154500,152400,150500,149000,147900,147000,146700,147100,149100,152400,155500,157900,160000,160800,161200,161400,161400,161100,160000,158800,158000,156900,155700,154600,153700,154500,156500,159100,161700,164000,163700,161800,160200,158300,155800,153800,153200,153100,153200,153600,154100,155400,158800,163300,166200,167700,169000,170400,171900,173300,174300,175000,176100,177100,178000,178800,179200,180500,183000,185600,187800,189500,189300,187600,186800,186700,185900,185100,184900,184500,184600,186300,187900,187600,186800,187300,188300,189000,190800,193100,195600,199300,203700,206400,208200,211600,216700,222400,227200,230300,232100,233900,232600,228100,223500,221600,220700,220700,220600,217600,212100,209700,210500,210600,210300,212800,217700,221700,222200,221800,222900,225300,226800,227400,226700,227500,231700,235400,234100,231000,230400
9682,Dallas,159000,158500,157800,157000,156300,155600,154900,154400,154200,154200,154300,154400,154700,155000,155200,155400,156000,156900,158000,158900,159700,160600,161300,161600,161300,160400,159000,156900,155000,153300,151900,150900,150300,149800,149300,148800,148300,147800,147400,146800,146100,145800,146000,146700,147800,149000,149900,150500,150800,150800,151500,151900,151100,149800,148600,147100,146100,145600,145500,146000,146400,146700,147100,149000,151600,153900,156400,158200,157100,155400,153400,151200,150200,149900,148700,147800,147100,145700,143700,142800,143100,143300,143400,143900,144800,146200,148300,150300,153500,157300,160400,162900,165000,166700,168800,170800,171600,171900,171900,171600,171000,170900,171600,172200,173000,174100,175400,176700,178200,179500,180200,180300,180400,181100,182100,183400,184600,185700,186500,187900,189400,190700,192100,194300,197000,199800,201800,203900,207100,210200,212300,213600,214900,217700,222300,226200,228400,229600,230600,231900,234400,236800,238400,239700,241700,244200,245700,245900,246000,247000,249100,250000,249200,249100,251500,254400,256200,256100,256100,256300,256600,256500,256400,256000
9713,Houston,161900,161500,161400,161600,162200,162700,162900,162900,162900,163300,164200,165600,167000,168300,169400,170300,171500,173200,175300,177400,179200,180600,181400,181500,180900,179900,178500,176700,174700,172600,171000,170100,169500,169000,168600,168400,168300,168500,168500,168300,167900,167500,167500,167900,168600,169900,171500,173100,174300,174700,175700,177700,179400,180400,180600,180000,179300,177800,175600,173100,171700,170400,169100,168100,168300,168700,169500,170100,170000,169300,167900,165900,164100,163700,163900,163100,161200,159000,156700,155000,154300,154100,155700,159200,162100,162900,162800,162800,164100,166800,169200,170700,172100,173300,173700,173600,174200,175200,176600,177900,178400,178000,178000,178400,178900,180000,181100,181800,182400,183400,185200,187600,189300,191700,195000,198000,200700,203300,205300,206900,208400,210400,212000,213400,215100,216800,218400,220800,222600,223900,225100,226300,227100,228800,230700,232700,235100,237500,238700,238500,238600,239600,240500,241300,243000,244900,246300,248400,250400,250300,250100,251800,253400,253900,255300,257800,259600,260300,260200,259900,259700,260200,261100,261500
9883,Austin,386500,392700,399300,404800,407700,406900,403700,400200,398100,397100,396900,397700,399700,402600,405900,409500,413000,416100,419600,423700,427800,430600,431500,429700,425800,420500,415300,410700,406700,402300,398600,396000,394000,391400,389000,386400,383800,381400,379900,378800,377700,375800,373800,372300,371000,369200,367800,367800,367900,367200,366600,364100,359700,360200,365800,371800,377900,385800,389900,390600,391300,392400,385500,374800,369000,368300,363600,353500,341700,331700,325000,322600,322800,324800,332100,343400,351300,353900,356700,361300,365800,368400,370500,372400,374600,375800,375900,377200,379200,378800,377500,379400,384000,390000,396100,399900,400700,400900,401600,401800,402700,404500,406300,407800,409100,410700,413700,416700,418300,420000,422500,425000,428400,433100,439100,444500,449700,454600,458700,460700,462700,464700,465600,465300,464500,464400,465600,468100,470200,470900,471300,472800,474700,474100,471700,471500,474000,475900,475000,473000,473500,477200,481300,481600,484300,493600,506800,517200,526700,533300,540000,547600,548000,537700,530300,534100,539300,540800,544000,551300,554500,553900,553800,554300
9888,Houston,188700,185300,182900,181700,182200,184200,187100,190300,193200,195900,198500,201000,203300,205100,206300,206700,206400,205600,204600,203300,201900,200400,199000,197900,196800,195900,195100,194200,193100,192000,191000,190300,189800,189700,190000,190600,191300,191800,191900,191900,191500,191000,190400,189900,189600,189500,189600,189900,190400,190700,190900,191100,191500,191700,192000,192500,193300,193800,194100,194100,194000,193900,193700,193100,192500,192100,191900,191500,191100,191200,191800,192400,193000,193500,194000,194800,195800,196500,197100,197700,198200,199100,200200,201100,201700,202600,203700,204700,205700,207600,209300,210600,211200,212100,213300,214900,216600,218600,220600,222800,224900,225900,226300,226700,227800,227900,226100,223500,222200,222000,222100,222100,223300,225700,228100,230100,231200,232000,233000,234700,236000,237400,239000,240500,241700,242900,244400,246900,249200,250100,250800,253600,257100,259300,260800,261800,261300,259900,259500,261000,262500,264700,268800,272700,274300,275300,277100,279100,280400,281200,282900,284400,288400,295700,303100,307500,310300,311600,312600,314100,316400,318300,319800,321100
9907,Dallas,109500,110500,111800,113500,115700,118200,120400,121900,122700,122900,122800,122800,123100,123600,124200,124800,125300,125600,125700,125700,125700,125900,126200,126000,125500,124600,123300,121500,119700,118000,116500,115100,113900,113000,112100,111200,110400,109700,108800,107800,106700,105800,105400,105400,105600,106200,107100,107700,108100,108500,108700,108700,108800,108100,106400,104800,103200,101000,98500,96400,94400,92700,91700,91400,90700,90500,91400,93000,94700,95900,96700,97500,98400,98600,98800,99300,100000,100200,99500,97800,95800,94600,94500,94600,95000,95500,95700,95600,96300,97900,100000,102900,106700,109600,111500,113000,114100,115200,117400,119500,120000,119800,119800,120000,120200,120100,120200,120100,119600,119000,118700,118500,118700,119000,119300,119300,118900,118600,118400,118700,119600,120900,121700,122900,124400,125600,126700,128100,129900,132600,136000,138800,141100,143100,144700,146300,148200,150400,152100,152900,153200,154100,155400,157400,160100,163000,164200,164700,165700,168200,171400,173700,175000,176900,179000,180600,182600,185300,187500,189100,190600,191700,192300,193000
9932,Austin,109700,105700,102500,100000,97500,94600,91600,88700,86600,85800,86100,87400,88900,90000,90700,91000,91200,91900,92900,94200,95800,97600,99400,101500,103900,106400,109500,112700,114300,114100,112600,110800,109800,109700,109300,109200,109300,109500,110200,111200,111600,111000,108500,105000,102100,100200,98600,96200,94800,95600,95200,92500,90900,90900,89800,88800,89600,91200,90900,89800,90900,93400,94000,92300,90800,91100,96300,104100,105500,100800,101400,105500,106500,103900,101500,101600,103200,104600,105500,103900,103100,103900,103600,103400,103300,102100,103300,104600,104400,105000,104200,100000,96700,95800,95800,95700,95700,96200,97600,101900,105500,105800,105300,106300,107400,109000,111000,112600,113400,112500,110300,110100,111600,110500,108700,111200,115700,118300,118600,118800,119200,120800,123700,126500,127600,129300,130800,133000,136600,143000,146900,146600,146200,147400,149300,148600,147700,147700,147000,146000,146900,145300,142400,141700,144300,151700,159300,162800,165200,168100,169900,170200,169900,170900,172900,176200,178700,178600,176600,174700,172100,171000,172400,173900
9995,Dallas,210400,211400,212500,213800,215000,216300,217700,219300,220900,222500,223800,224700,225200,225500,225800,226100,226100,226000,226000,226200,226600,227300,228000,228400,228500,228200,228100,228300,228600,228800,228900,228800,228800,228900,229100,229400,229500,229500,229600,230000,230200,230100,229800,229100,228200,227200,226100,225800,225500,224900,223300,221400,220700,221400,222500,224400,225800,225100,224500,224000,224100,225100,226200,226000,225100,224300,223800,223100,222700,223500,224200,224200,224600,225400,226500,227600,228000,228300,228700,228900,229200,230500,231500,231900,231700,231100,230700,231500,232800,234500,236300,237300,237600,238200,239100,241200,243700,245500,246700,249000,251700,253100,253200,253900,255300,256900,258500,259900,261300,263200,265200,266900,268600,270900,273500,276800,279500,280700,281900,283500,284500,285700,288000,290200,292600,294900,297100,299900,303300,305900,307500,308400,309100,309600,310900,312600,313500,313000,313700,315500,317300,319200,321800,323800,326600,329900,333000,334900,336900,338300,337600,334500,333100,334300,335900,338100,340700,342200,341800,340100,338600,338800,339000,338800
